municipality,year,Aplusplus,Aplus,A,B,C,D,E,F,G,unlabeled,percentage_houses_with_valid_labels,number_of_houses,average_house_worth,houses_per_hectare,total_natural_gas_used,total_electricity_used,households,people,CO2_production_houses,number_of_labels,houses_rented,houses_privately_owned
Aa en Hunze,2011,2,2,84,396,952,234,113,51,19,8944,17.2,10797,262,0.39,23230000,38170000,11155,25785,58336,1853,3131,7557
Aa en Hunze,2012,5,9,152,514,1046,274,130,53,19,8603,20.4,10805,255,0.39,22930000,37460000,11220,25740,58599,2202,3204,8334
Aa en Hunze,2013,5,11,165,592,1137,330,147,61,20,8746,22,11214,240,0.41,22950000,38570000,11180,25540,59541,2468,3023,7963
Aa en Hunze,2014,5,19,195,651,1246,342,157,73,22,8463,24.3,11173,225,0.4,22040000,36730000,10905,25355,57711,2710,3110,7894
Aa en Hunze,2015,5,19,274,747,1396,416,193,107,69,7924,28.9,11150,217,0.4,21070000,35700000,10865,25203,56600,3226,3112,7868
Aa en Hunze,2016,5,19,344,799,1501,472,217,151,119,7504,32.6,11131,218,0.4,21290000,34920000,10905,25243,55175,3627,3045,7915
Aa en Hunze,2017,5,19,406,912,1653,549,259,194,184,6964,37.5,11145,223,0.4,20840000,34280000,10990,25286,52746,4181,3092,7880
Aa en Hunze,2018,5,19,552,929,1347,559,283,223,231,7017,37.2,11165,229,0.4,20900000,33470000,11075,25390,51826,4148,2839,8157
Aa en Hunze,2019,5,19,802,1012,1489,626,257,233,268,6546,41.8,11257,246,0.41,20480000,32540000,11150,25386,48714,4711,2898,8342
Aa en Hunze,2008,0,0,20,113,424,80,17,11,8,9963,6.3,10636,255,0.39,24000000,37580000,10670,25600,61142,673,0,0
Aa en Hunze,2009,0,0,38,176,595,96,63,32,8,9641,9.5,10649,263,0.39,23620000,37120000,10780,25680,59858,1008,2982,7562
Aa en Hunze,2010,0,0,58,211,640,119,70,35,11,9619,10.6,10763,264,0.39,23880000,38280000,10830,25565,60298,1144,3230,7536
Aalsmeer,2009,0,0,11,198,466,490,134,81,12,9886,12.3,11278,307,5.61,19580000,39310000,11460,28010,53715,1392,4286,6881
Aalsmeer,2010,0,0,11,203,475,493,137,82,12,10328,12,11741,313,5.84,19520000,41530000,11950,29185,54011,1413,4461,7161
Aalsmeer,2011,0,0,11,208,476,498,139,83,12,10337,12.1,11764,311,5.85,18870000,42040000,12315,30190,52235,1427,4353,7177
Aalsmeer,2012,0,0,12,221,485,511,149,84,12,10346,12.5,11820,304,5.87,17780000,40780000,12350,30365,50957,1474,4340,7857
Aalsmeer,2013,0,0,14,232,508,525,154,85,15,10821,12.4,12354,292,6.14,18230000,42100000,12450,30615,52807,1533,4388,7911
Aalsmeer,2014,0,0,21,286,614,560,172,87,15,11025,13.7,12780,276,6.35,18950000,41870000,12520,30760,54756,1755,4466,8056
Aalsmeer,2015,0,0,312,357,761,608,203,108,56,10398,18.8,12803,276,6.36,18190000,41360000,12670,31077,54438,2405,4443,8103
Aalsmeer,2016,0,0,571,407,942,696,233,129,93,9822,23.8,12893,269,6.41,18040000,40970000,12830,31299,52338,3071,4490,8134
Aalsmeer,2017,0,0,795,474,1078,784,290,175,120,9203,28.8,12919,294,6.42,17920000,39870000,12965,31373,50028,3716,4516,8158
Aalsmeer,2018,0,0,1240,558,1151,774,305,186,141,8533,33.8,12888,304,6.41,17880000,38540000,12975,31499,48595,4355,4382,8262
Aalsmeer,2019,0,0,1546,437,873,428,261,140,154,9252,29.3,13091,344,6.51,17970000,38520000,13090,31728,46440,3839,4629,8458
Aalsmeer,2008,0,0,0,2,23,28,4,2,1,10376,0.6,10436,301,5.19,18040000,35880000,10860,26390,49692,60,0,0
Aalten,2013,1,2,208,319,543,719,261,77,26,9295,18.8,11451,210,1.19,18030000,36660000,11210,27080,49833,2156,3384,8042
Aalten,2014,18,5,220,343,555,740,284,89,31,9402,19.6,11687,194,1.21,17790000,36450000,11205,27010,49973,2285,3401,8102
Aalten,2015,18,5,286,492,885,840,330,126,73,8720,25.9,11775,187,1.22,17360000,35270000,11155,26904,49729,3055,3417,8162
Aalten,2016,18,5,361,567,1035,932,396,175,130,8192,30.6,11811,185,1.22,17100000,34560000,11235,26912,47515,3619,3414,8198
Aalten,2017,18,5,423,610,1298,1016,451,208,195,7648,35.6,11872,0,1.23,17700000,33400000,11300,27047,46738,4224,3418,8262
Aalten,2018,18,3,446,478,1166,416,297,210,225,8663,27.3,11922,195,1.23,17290000,32000000,11325,26962,44728,3259,3424,8318
Aalten,2019,18,3,633,609,1233,456,278,215,264,8262,31,11971,206,1.24,17290000,33190000,11400,27011,43254,3709,3476,8476
Aalten,2009,0,2,127,258,493,677,244,68,20,9241,17,11130,229,1.15,19860000,37730000,11120,27450,53455,1889,3450,7680
Aalten,2010,0,2,148,278,499,685,251,74,22,9259,17.5,11218,232,1.16,19670000,37670000,11235,27500,52490,1959,3478,7742
Aalten,2011,0,2,150,280,501,687,252,76,26,9293,17.5,11267,227,1.17,19740000,38310000,11175,27440,52157,1974,3492,7660
Aalten,2012,0,2,151,281,503,690,256,77,26,9389,17.5,11375,218,1.18,18280000,37150000,11195,27305,50145,1986,3492,7973
Aalten,2008,0,0,37,191,316,616,183,42,20,9654,12.7,11059,223,1.15,20180000,36960000,11000,27570,54032,1405,0,0
Achtkarspelen,2014,1,9,282,310,746,582,479,235,135,9115,23.4,11894,165,1.16,20030000,32960000,11545,28015,52225,2779,4205,7509
Achtkarspelen,2015,1,9,377,583,1177,674,518,269,178,8131,31.8,11917,160,1.17,19430000,32230000,11570,27983,51819,3786,4184,7555
Achtkarspelen,2016,1,9,452,755,1366,746,553,296,229,7539,36.9,11946,159,1.17,19270000,31510000,11610,28007,49901,4407,4195,7567
Achtkarspelen,2017,1,9,564,813,1598,910,602,323,297,6911,42.5,12028,164,1.18,19060000,31050000,11610,27893,48105,5117,4293,7551
Achtkarspelen,2018,1,9,648,874,1693,902,574,329,328,6717,44.4,12075,171,1.18,19400000,30650000,11655,27935,47924,5358,4166,7714
Achtkarspelen,2019,1,6,755,923,1387,768,378,245,318,7337,39.5,12118,181,1.19,18950000,31170000,11715,27852,45473,4781,4344,7757
Achtkarspelen,2009,0,3,186,128,420,229,243,151,93,10040,12.6,11493,202,1.12,22170000,34570000,11310,28140,56050,1453,4253,7242
Achtkarspelen,2010,0,3,197,141,429,259,280,179,95,9954,13.7,11537,197,1.13,22560000,34830000,11355,28090,56364,1583,4268,7152
Achtkarspelen,2011,0,3,208,153,442,279,294,188,96,9903,14.4,11566,194,1.13,21650000,35320000,11390,28125,54257,1663,4279,7286
Achtkarspelen,2012,0,6,241,173,474,316,352,193,97,9768,15.9,11620,191,1.14,20750000,34710000,11415,28090,53424,1852,4160,7473
Achtkarspelen,2013,0,9,260,187,499,344,392,206,98,9716,17,11711,180,1.15,20450000,33830000,11500,28110,52796,1995,4175,7508
Achtkarspelen,2008,0,0,16,8,6,7,7,4,2,11375,0.4,11425,196,1.12,23040000,33820000,11250,28090,57587,50,0,0
Alblasserdam,2009,0,0,40,363,288,365,246,418,143,5829,24.2,7692,225,8.76,11130000,23510000,7540,18840,31088,1863,3307,4383
Alblasserdam,2010,0,0,41,379,298,379,254,423,143,5828,24.8,7745,224,8.82,11180000,23580000,7625,19015,30831,1917,3408,4337
Alblasserdam,2011,0,0,42,380,304,382,255,426,143,6001,24.4,7933,219,9.04,11000000,24000000,7725,19210,30228,1932,3491,4444
Alblasserdam,2012,0,0,43,384,353,459,266,430,143,5977,25.8,8055,215,9.17,10650000,23570000,7855,19465,30116,2078,3350,4726
Alblasserdam,2013,0,0,48,408,368,485,286,435,144,5937,26.8,8111,206,9.24,9790000,23810000,7940,19640,28931,2174,3348,4757
Alblasserdam,2014,0,0,55,468,424,555,314,458,149,5699,29.8,8122,195,9.25,9820000,23460000,7965,19800,29515,2423,3329,4774
Alblasserdam,2015,0,0,105,532,633,653,376,478,174,5187,36.3,8138,190,9.27,9660000,23050000,7985,19845,29753,2951,3293,4830
Alblasserdam,2016,0,0,201,568,775,842,422,499,199,4714,42.7,8220,194,9.36,9410000,23060000,8045,19955,28381,3506,3242,4942
Alblasserdam,2017,0,0,311,597,839,880,461,517,216,4431,46.3,8252,198,9.4,9420000,22720000,8075,20008,27348,3821,3328,4920
Alblasserdam,2018,0,0,482,621,876,887,477,492,217,4224,49,8276,204,9.43,9300000,22340000,8125,20014,26358,4052,3255,5011
Alblasserdam,2019,0,0,838,459,708,649,322,174,312,4862,41.6,8324,217,9.48,9360000,21770000,8165,20069,24825,3462,3211,5104
Alblasserdam,2008,0,0,0,4,21,21,15,27,15,7541,1.3,7644,217,8.71,11380000,23000000,7500,18720,31521,103,0,0
Albrandswaard,2010,0,0,5,114,218,174,161,144,94,8867,9.3,9777,288,4.51,14710000,33850000,9465,24190,41874,910,3421,6354
Albrandswaard,2011,0,0,79,509,242,181,162,144,94,8585,14.1,9996,281,4.61,14320000,34130000,9720,24675,40619,1411,3498,6497
Albrandswaard,2012,0,0,79,510,264,229,162,144,95,8557,14.8,10040,278,4.63,13440000,32870000,9875,25005,39479,1483,3141,6612
Albrandswaard,2013,0,0,79,510,264,229,162,144,95,8576,14.7,10059,266,4.64,13430000,32720000,9945,25100,39709,1483,3217,6811
Albrandswaard,2014,0,0,122,621,354,298,177,144,95,8354,17.8,10165,255,4.69,13060000,31920000,9950,25070,39417,1811,3248,6828
Albrandswaard,2015,0,0,299,745,441,331,197,154,114,7886,22.4,10167,247,4.69,12790000,31540000,10015,25148,39732,2281,3253,6826
Albrandswaard,2016,0,0,468,845,604,371,219,168,133,7400,27.5,10208,248,4.71,12630000,30960000,10020,24985,37889,2808,3238,6867
Albrandswaard,2017,0,0,667,1132,953,610,393,214,154,6163,40.1,10286,254,4.74,13130000,30810000,10085,25105,37524,4123,3275,6923
Albrandswaard,2018,0,0,870,1165,894,562,255,74,70,6443,37.6,10333,266,4.76,12810000,30660000,10125,25218,36262,3890,3222,7022
Albrandswaard,2019,0,0,1502,997,1028,594,292,98,89,5747,44.5,10347,287,4.77,12740000,29730000,10180,25271,33935,4600,3205,7133
Albrandswaard,2008,0,0,0,36,106,124,157,124,80,8406,6.9,9033,277,4.16,14310000,31490000,8810,22450,40907,627,0,0
Albrandswaard,2009,0,0,0,77,205,171,158,143,93,8340,9.2,9187,285,4.24,14620000,32020000,8960,22970,41390,847,3031,6062
Alkmaar,2013,61,5,310,1354,4610,3310,1399,421,90,37253,23.7,48813,200,4.42,63290000,134020000,49735,106435,177488,11560,20094,28518
Alkmaar,2014,61,6,366,1500,4919,3542,1571,473,96,37123,25.2,49657,187,4.5,61720000,131470000,49775,106855,176312,12534,20343,28749
Alkmaar,2015,61,6,1092,1843,6649,4027,1811,618,238,33731,32.6,50076,181,4.53,59460000,130120000,50000,107106,175805,16345,20410,28898
Alkmaar,2016,61,6,1794,2236,7946,4541,2309,803,402,30248,39.9,50346,183,4.56,59060000,127640000,50430,107615,168681,20098,20540,29039
Alkmaar,2017,61,6,2491,2652,9015,5372,2644,948,552,26772,47,50513,189,4.57,58930000,125910000,50915,108373,162722,23741,20856,28983
Alkmaar,2018,61,5,2982,2869,9395,5303,2528,907,628,26152,48.6,50830,202,4.6,60120000,122620000,51225,108470,161513,24678,20716,29487
Alkmaar,2019,61,5,4741,3359,9158,4605,2336,918,703,25241,50.6,51127,222,4.63,58320000,121470000,51655,108558,151080,25886,21008,30071
Alkmaar,2008,0,1,5,31,105,146,81,104,14,46843,1,47330,205,4.28,70510000,137240000,48570,105730,192749,487,0,0
Alkmaar,2009,0,1,45,375,1091,997,511,234,24,44251,6.9,47529,214,4.3,69020000,139630000,48540,105210,189874,3278,19667,27816
Alkmaar,2010,0,3,50,819,3379,2177,716,265,47,40338,15.6,47794,218,4.33,68100000,140010000,48915,105710,186174,7456,19800,27974
Alkmaar,2011,0,3,227,1124,3991,2939,1278,391,60,37969,20.9,47982,214,4.34,66620000,139120000,49035,105780,180337,10013,19926,27601
Alkmaar,2012,0,4,241,1191,4201,3042,1334,407,66,38109,21.6,48595,212,4.4,65450000,136410000,49475,106160,181142,10486,19977,28265
Almelo,2011,0,1,433,1171,2690,1929,1079,337,123,23714,24.7,31477,177,4.68,52270000,99620000,31470,72600,137291,7763,14164,17311
Almelo,2012,0,2,707,1830,4559,3074,1542,558,237,19051,39.6,31560,172,4.69,51850000,98280000,31600,72755,138895,12509,14208,17661
Almelo,2013,0,2,714,1890,4673,3135,1573,575,243,19312,39.9,32117,164,4.77,52340000,98310000,31800,72730,140764,12805,14342,17684
Almelo,2014,0,4,789,1969,4833,3289,1631,593,246,18805,41.5,32159,156,4.78,43590000,94940000,31390,72460,126607,13354,14386,17685
Almelo,2015,0,4,1082,2173,5199,3514,1728,678,336,17567,45.6,32281,164,4.8,42670000,92490000,31445,72291,126674,14714,14403,17731
Almelo,2016,0,4,1287,2316,5472,3735,1867,748,437,16551,48.9,32417,151,4.82,41380000,90810000,31695,72425,119805,15866,14466,17691
Almelo,2017,0,4,1595,2551,5751,3887,2011,835,580,15645,52.4,32859,153,4.88,44000000,90050000,31995,72479,120702,17214,15121,17564
Almelo,2018,0,4,1787,2257,4764,3073,1686,713,594,18110,45.1,32988,160,4.9,43750000,87330000,32230,72629,117225,14878,14885,17933
Almelo,2008,0,0,33,43,104,151,84,78,14,30712,1.6,31219,176,4.64,47970000,99880000,31160,72290,134327,507,0,0
Almelo,2009,0,0,391,978,2342,1608,888,277,99,24896,20.9,31479,181,4.68,50090000,100710000,31320,72430,137494,6583,14166,17314
Almelo,2010,0,0,393,1013,2386,1649,910,292,104,24767,21.4,31514,180,4.68,53040000,100830000,31580,72600,141214,6747,14182,17333
Almelo,2019,0,0,3068,2516,4886,2601,1463,878,675,17385,48.1,33472,168,4.98,41480000,85050000,32680,72849,106956,16087,15129,18308
Almere,2008,1,0,9,77,297,96,2,0,0,70547,0.7,71029,194,5.5,37520000,244200000,74110,183270,246669,482,0,0
Almere,2009,1,2,124,1899,7018,2570,8,0,1,60750,16.1,72373,200,5.6,38380000,252270000,75400,185750,251039,11623,27503,44873
Almere,2010,1,2,244,2238,7448,2840,26,0,1,60872,17.4,73672,200,5.7,39270000,254920000,76730,188160,253170,12800,27995,45675
Almere,2011,1,2,292,2727,7730,2886,27,0,1,61638,18.1,75304,199,5.83,38700000,259300000,78035,190655,248023,13666,28616,46689
Almere,2012,20,86,465,4535,8721,2964,45,0,1,59468,22.1,76305,196,5.91,37050000,255040000,79635,193165,249379,16837,28095,48517
Almere,2013,20,86,539,5112,9117,2993,46,1,1,59694,23.1,77609,191,6.01,36940000,255190000,80655,195210,252141,17915,28320,49204
Almere,2014,20,87,564,5341,9355,3030,46,1,1,59885,23.5,78330,182,6.06,36170000,250850000,81010,196010,250482,18445,28517,49655
Almere,2015,20,87,3187,6662,10216,3075,50,1,1,55675,29.5,78974,180,6.11,34770000,246410000,81745,196932,252135,23299,28551,50266
Almere,2016,20,87,5955,7637,11347,3172,91,2,2,51408,35.5,79721,181,6.17,34810000,241910000,82510,198145,239248,28313,28723,50831
Almere,2017,20,87,10215,9722,13373,3359,95,2,2,43707,45.8,80582,187,6.24,35200000,237680000,84010,200914,226272,36875,29088,51333
Almere,2018,19,87,14956,10560,12368,3091,90,2,16,41123,50,82312,198,6.37,36180000,230950000,85490,203990,223491,41189,29997,52076
Almere,2019,19,85,18654,10305,6314,620,92,2,15,48055,42.9,84161,219,6.51,36740000,235880000,87390,207904,215018,36106,29962,54028
Alphen aan den Rijn,2009,11,0,32,353,780,721,360,175,96,40981,5.8,43509,249,3.45,64440000,141250000,44200,106010,182504,2528,16987,26162
Alphen aan den Rijn,2010,11,0,47,437,902,867,481,217,105,40657,7,43724,251,3.46,63000000,140490000,44485,106170,177271,3067,16820,26529
Alphen aan den Rijn,2011,11,0,53,500,1019,1038,614,253,116,40165,8.2,43769,248,3.47,61180000,141210000,44460,106190,171520,3604,16911,26859
Alphen aan den Rijn,2012,11,0,195,782,1546,1560,953,331,142,38825,12.4,44345,245,3.51,59240000,138850000,44875,106560,171173,5520,16364,28003
Alphen aan den Rijn,2013,11,0,464,1656,3046,2700,2274,765,239,33896,24.8,45051,235,3.57,59350000,139730000,45150,106680,173190,11155,16538,28309
Alphen aan den Rijn,2014,11,5,639,1955,3867,2998,2377,808,241,32532,28.4,45433,220,3.6,59010000,135250000,45270,106785,173064,12901,16660,28576
Alphen aan den Rijn,2015,11,5,1191,2546,5283,3628,2617,942,368,29162,36.3,45753,217,3.62,56860000,135150000,45745,107396,173411,16591,16820,28745
Alphen aan den Rijn,2016,11,5,2139,2838,5882,3987,2891,1088,481,26646,42,45968,214,3.64,55430000,131180000,46090,107960,163498,19322,16810,28945
Alphen aan den Rijn,2017,11,5,2996,3309,6888,4352,3148,1218,667,24129,48.4,46723,219,3.7,57520000,130580000,46775,108915,161904,22594,17208,29236
Alphen aan den Rijn,2018,0,5,3932,3611,6866,4232,3145,1185,699,23424,50.3,47099,231,3.73,57140000,127880000,47345,109682,157417,23675,17242,29656
Alphen aan den Rijn,2019,0,5,4562,3923,7461,4009,3096,1158,723,22816,52.2,47753,245,3.78,57760000,127890000,48240,110986,150812,24937,17328,30388
Alphen aan den Rijn,2008,0,0,1,88,477,106,70,50,45,42341,1.9,43178,242,3.42,64360000,137060000,43730,105580,181714,837,0,0
Alphen-Chaam,2008,0,0,2,41,52,10,9,38,4,3549,4.2,3705,340,0.4,8360000,14510000,3700,9460,21992,156,0,0
Alphen-Chaam,2009,0,0,2,42,52,10,10,38,4,3545,4.3,3703,350,0.4,8390000,14850000,3700,9420,22066,158,963,2742
Alphen-Chaam,2010,0,0,2,42,54,10,11,38,4,3574,4.3,3735,346,0.4,8140000,15040000,3725,9435,21480,161,971,2764
Alphen-Chaam,2011,0,0,21,133,118,72,15,38,4,3326,10.8,3727,333,0.4,7880000,14950000,3760,9465,20661,401,969,2757
Alphen-Chaam,2012,0,0,21,133,119,73,15,38,4,3377,10.7,3780,321,0.41,7740000,14860000,3790,9525,20831,403,854,3022
Alphen-Chaam,2013,0,0,21,135,129,74,15,38,4,3568,10.4,3984,303,0.43,7960000,15580000,3855,9640,21710,416,834,3054
Alphen-Chaam,2014,0,0,21,136,146,87,16,38,4,3602,11.1,4050,295,0.44,7810000,15160000,3915,9715,21526,448,944,3077
Alphen-Chaam,2015,0,0,99,164,194,114,21,53,22,3482,16.1,4149,291,0.45,7450000,14990000,3955,9753,21265,667,961,3136
Alphen-Chaam,2016,0,0,258,180,246,137,30,63,37,3263,22.6,4214,290,0.45,7480000,15030000,4035,9924,20743,951,993,3173
Alphen-Chaam,2017,0,0,307,201,287,158,38,77,51,3135,26.3,4254,296,0.46,7600000,14820000,4110,10058,20273,1119,1010,3192
Alphen-Chaam,2018,0,0,413,226,273,145,40,56,56,3071,28.2,4280,307,0.46,7580000,15120000,4125,10083,20075,1209,990,3251
Alphen-Chaam,2019,0,0,461,279,319,157,51,65,79,2931,32.5,4342,322,0.47,7580000,14950000,4170,10149,19105,1411,1028,3309
Altena,2008,0,1,8,26,54,44,39,13,9,19826,1,20020,268,1,38370000,72720000,19810,53230,103932,194,0,0
Altena,2009,0,1,14,79,129,72,57,18,15,19816,1.9,20201,278,1.01,38360000,73340000,20020,53350,103478,385,6969,13085
Altena,2010,0,1,24,130,176,101,69,28,22,19719,2.7,20270,279,1.01,37850000,74650000,20195,53415,102013,551,7187,13088
Altena,2011,0,1,86,318,478,307,188,58,33,18992,7.2,20461,271,1.02,36660000,74720000,20245,53465,98420,1469,7210,13107
Altena,2012,0,1,224,846,1008,668,336,116,46,17445,15.7,20690,265,1.03,36490000,73790000,20435,53590,99919,3245,6901,13652
Altena,2013,0,1,507,910,1051,682,344,116,46,17104,17.6,20761,258,1.03,34990000,73740000,20630,53620,97965,3657,6903,13770
Altena,2014,0,12,627,1035,1223,818,441,211,125,16433,21.5,20925,244,1.04,33510000,71180000,20710,53655,95407,4492,6955,13879
Altena,2015,0,12,935,1270,1614,980,542,294,229,15447,27.6,21323,236,1.06,33020000,70850000,20950,53762,96595,5876,7062,14149
Altena,2016,0,12,1143,1399,2043,1175,624,381,314,14391,33,21482,233,1.07,32390000,70300000,21175,54083,92360,7091,6964,14415
Altena,2017,0,12,1430,1580,2635,1435,722,476,387,12983,40.1,21660,238,1.08,33090000,69470000,21385,54450,90533,8677,7020,14560
Altena,2018,0,11,2059,1848,2755,1166,629,492,425,12635,42.6,22020,243,1.1,33000000,70270000,21650,54766,89322,9385,6985,14956
Altena,2019,0,11,2671,2042,2740,1125,606,499,453,12074,45.7,22221,254,1.11,32770000,68860000,22015,55386,84176,10147,6905,15214
Ameland,2011,0,0,13,71,74,30,20,38,9,1322,16.2,1577,223,0.27,3130000,5320000,1545,3505,7947,255,457,1087
Ameland,2012,0,0,18,75,88,41,24,38,9,1302,18.4,1595,221,0.27,3140000,5360000,1555,3525,8140,293,456,1054
Ameland,2013,0,0,18,75,88,41,24,39,9,1274,18.8,1568,210,0.27,3030000,5490000,1570,3525,8043,294,446,1084
Ameland,2014,0,0,18,75,88,42,24,43,10,1357,18.1,1657,201,0.28,2990000,5180000,1590,3575,7921,300,465,1107
Ameland,2015,0,0,26,78,94,54,26,46,12,1334,20.1,1670,208,0.28,2930000,5110000,1610,3590,7953,336,473,1104
Ameland,2016,0,0,31,84,100,63,30,52,18,1296,22.6,1674,222,0.28,2940000,4890000,1630,3611,7653,378,474,1100
Ameland,2017,0,0,43,92,127,89,45,66,31,1193,29.2,1686,226,0.29,2890000,4800000,1650,3633,7329,493,499,1086
Ameland,2018,0,0,93,136,124,70,36,32,32,1189,30.5,1712,238,0.29,2980000,4860000,1685,3654,7434,523,492,1114
Ameland,2019,0,0,99,140,126,81,40,38,33,1174,32.2,1731,248,0.29,2910000,4860000,1710,3673,7011,557,529,1183
Ameland,2008,0,0,0,2,3,1,1,3,1,1543,0.7,1554,212,0.26,3130000,5190000,1490,3460,8124,11,0,0
Ameland,2009,0,0,0,2,3,1,1,3,1,1552,0.7,1563,219,0.26,3170000,5220000,1500,3470,8142,11,423,1111
Ameland,2010,0,0,0,4,14,8,2,4,1,1535,2.1,1568,220,0.27,3170000,5110000,1520,3500,8022,33,440,1099
Amersfoort,2013,19,102,650,4437,4161,2844,2079,1157,426,47981,24.9,63856,235,10.2,78310000,186770000,64770,149660,234663,15875,27000,36511
Amersfoort,2014,19,103,886,4988,4492,2980,2449,1254,445,46839,27.3,64455,222,10.29,75160000,180000000,65225,150895,224170,17616,27297,36875
Amersfoort,2015,19,103,2178,5884,5922,3270,2670,1415,567,42805,34,64833,218,10.35,74170000,179870000,66000,152481,232673,22028,27268,37289
Amersfoort,2016,19,103,4393,6576,7345,4236,3326,1749,748,36794,43.6,65289,223,10.43,73080000,177720000,66540,153602,222595,28495,27155,37714
Amersfoort,2017,19,103,6320,7120,9245,4819,3975,2219,1023,31191,52.8,66034,234,10.55,74260000,177370000,67135,154337,217656,34843,27600,38138
Amersfoort,2018,19,103,7752,7613,9849,5130,4209,2274,1173,28408,57.3,66530,254,10.62,73920000,174280000,67675,155226,212066,38122,27604,38617
Amersfoort,2019,19,103,9054,7940,10063,5119,3982,2123,1033,27745,58.7,67181,281,10.73,73860000,169550000,68515,156286,199687,39436,27703,39334
Amersfoort,2010,0,1,111,440,1297,1168,1084,685,317,55502,8.4,60605,259,9.68,83570000,186250000,62530,144860,235090,5103,26666,33939
Amersfoort,2011,0,2,284,1964,2404,1926,1512,877,341,52004,15.2,61314,251,9.79,81000000,186920000,63135,146590,227070,9310,26365,34336
Amersfoort,2012,0,73,562,4214,3982,2735,2017,1124,420,46688,24.5,61815,247,9.87,77630000,182840000,64165,148250,230313,15127,26997,36027
Amersfoort,2009,0,0,28,278,763,263,362,196,138,57625,3.4,59653,260,9.53,83410000,185150000,61780,143210,237339,2028,25652,33407
Amersfoort,2008,0,0,0,44,169,76,45,31,11,58242,0.6,58618,248,9.36,84440000,179140000,60890,141210,238083,376,0,0
Amstelveen,2009,0,1,163,484,1512,1009,604,328,115,32765,11.4,36981,305,8.99,55270000,109480000,38730,79770,150940,4216,18490,18120
Amstelveen,2010,0,1,164,753,3159,2162,1991,1129,274,27538,25.9,37171,307,9.04,55840000,110240000,39120,80695,150551,9633,18957,18213
Amstelveen,2011,0,1,164,861,3320,2478,2170,1229,367,26852,28.3,37442,303,9.1,53370000,111890000,39670,81795,144663,10590,19094,18346
Amstelveen,2012,0,1,175,1149,3740,2595,2302,1376,429,26188,31,37955,300,9.23,51900000,112350000,40295,83365,145608,11767,19220,19082
Amstelveen,2013,0,1,179,1203,3786,2674,2329,1398,433,29613,28.8,41616,290,10.12,55290000,122860000,40865,84380,157831,12003,21034,19279
Amstelveen,2014,0,1,256,1457,3831,2765,2448,1430,443,29764,29.8,42395,257,10.31,54670000,121570000,40940,85015,158372,12631,21419,19468
Amstelveen,2015,0,1,641,1719,4371,3131,2821,1591,556,27905,34.7,42736,268,10.39,49430000,119720000,42155,87162,156192,14831,21630,19572
Amstelveen,2016,0,1,1298,2041,5015,3555,3114,1719,645,25657,40.4,43045,261,10.47,49770000,118730000,42635,88602,151605,17388,22118,19492
Amstelveen,2017,0,1,2207,2173,5766,4113,3423,1846,724,21396,48.6,41649,296,10.13,48630000,115580000,42755,89294,142976,20253,21087,19564
Amstelveen,2018,0,1,3197,2420,6015,4213,3294,1618,816,20208,51.6,41782,342,10.16,49710000,110850000,42865,89870,139496,21574,21032,19779
Amstelveen,2008,0,0,1,22,199,44,46,24,6,35986,0.9,36328,286,8.83,55820000,105810000,38530,78980,151210,342,0,0
Amstelveen,2019,0,0,3533,2302,5466,3700,3027,1389,660,21958,47.8,42035,388,10.22,50150000,109200000,43325,90837,132170,20077,22100,19878
Amsterdam,2008,4,0,18,605,1579,2149,1753,887,377,380159,1.9,387531,232,23.42,427990000,869720000,411520,747090,1187991,7372,0,0
Amsterdam,2009,4,0,338,6101,16294,8969,7323,4657,1655,345840,11.6,391181,258,23.64,433800000,877910000,416430,755610,1193557,45341,289473,89971
Amsterdam,2010,4,1,540,7598,17600,10327,8615,5148,1927,342436,13.1,394196,262,23.82,414750000,887290000,422075,767455,1176166,51760,295646,90665
Amsterdam,2011,6,2,1487,14435,31400,20069,15047,8371,2842,303801,23.6,397460,249,24.02,406200000,895400000,427350,779810,1151670,93659,294124,95392
Amsterdam,2012,15,6,2671,18645,34992,23299,17170,9863,3674,289480,27.6,399815,250,24.16,389030000,889690000,432610,790110,1151392,110335,289595,113844
Amsterdam,2013,26,40,4194,22802,37858,26562,18918,10817,4309,285601,30.5,411127,240,24.84,402060000,910230000,436825,799275,1193010,125526,288866,117050
Amsterdam,2014,29,133,6559,28729,42064,29795,20937,11880,4799,268772,35,413697,231,25,392800000,895920000,440780,810935,1184911,144925,290213,119048
Amsterdam,2015,29,133,14363,32427,48871,36248,24329,14009,7005,239552,42.5,416966,232,25.19,362950000,889940000,449210,821752,1167835,177414,290611,122578
Amsterdam,2016,29,133,23476,35816,56391,42654,28006,15988,9343,212554,49.9,424390,253,25.64,363050000,894160000,456460,833624,1136663,211836,295438,125579
Amsterdam,2017,29,133,35160,40780,66799,49339,32405,18304,12004,173082,59.6,428035,290,25.86,361890000,881190000,462330,844947,1097753,254953,298553,126841
Amsterdam,2018,25,133,48748,44874,69610,48252,29602,16749,12548,162174,62.5,432715,340,26.15,371420000,861610000,467605,854047,1099416,270541,301947,128572
Amsterdam,2019,24,131,63598,43909,65048,45652,25946,13574,11416,172192,61,441490,378,26.68,369030000,863280000,470225,862965,1053199,269298,308772,131530
Apeldoorn,2012,5,9,846,2357,5259,4114,1691,659,338,51372,22.9,66650,241,1.96,101750000,207340000,67780,156960,279371,15278,27499,39774
